Stars,Product,Origin,CD_name,Dest,DistanceTravelled_Fac_CD,TruckType,DriverF_CD,DaysStocked,FloorCD,DistanceTravelled_CD_Client,TruckType2,DriverCD_C,RoutDeveliveryOrder
5,P9,F3,CD1,C101,36,SemiTrailler,D04,19,1,60.7,Van,D1_4,2
2,P6,F4,CD3,C303,58,SemiTrailler,D02,5,1,31.3,MiniVan,D3_7,1
1,P8,F3,CD2,C202,162,Truck,D01,33,2,157.1,MiniVan,D2_3,5
5,P5,F1,CD3,C302,58,SemiTrailler,D06,35,1,30.3,Van,D3_6,1
2,P9,F3,CD3,C302,58,SemiTrailler,D04,10,3,150.7,MiniVan,D3_7,5
5,P14,F2,CD2,C202,162,Truck,D05,12,3,87.2,Van,D2_7,3
5,P14,F4,CD1,C102,36,SemiTrailler,D02,13,1,146.6,Van,D1_4,5
4,P12,F2,CD2,C205,162,Truck,D04,33,4,172.4,Van,D2_1,6
3,P4,F3,CD1,C104,36,Truck,D06,35,0,146.9,MiniVan,D1_7,5
3,P2,F1,CD3,C303,58,SemiTrailler,D02,17,4,30.4,Van,D3_4,1
5,P5,F3,CD1,C104,36,Truck,D02,27,1,59,Van,D1_1,2
3,P6,F4,CD1,C105,36,Truck,D05,36,4,155.7,Van,D1_5,5
3,P10,F2,CD3,C305,58,SemiTrailler,D02,13,2,147,Van,D3_5,5
5,P2,F2,CD3,C304,58,Truck,D04,9,0,174.3,Van,D3_7,6
3,P12,F4,CD1,C101,36,SemiTrailler,D05,34,0,186.6,CityDeliveryTruck,D1_7,6
2,P7,F3,CD1,C101,36,SemiTrailler,D02,5,0,61,MiniVan,D1_6,2
3,P7,F2,CD1,C104,36,Truck,D03,19,0,149,Van,D1_1,5
3,P1,F3,CD1,C104,36,SemiTrailler,D01,15,2,93.7,Van,D1_3,3
1,P10,F1,CD1,C104,36,Truck,D05,10,1,184.2,Van,D1_4,6
5,P1,F2,CD1,C105,36,SemiTrailler,D05,24,3,176.1,CityDeliveryTruck,D1_7,6
5,P15,F4,CD3,C302,58,SemiTrailler,D03,30,3,94.5,CityDeliveryTruck,D3_6,3
2,P11,F2,CD2,C205,162,SemiTrailler,D01,17,4,58.2,CityDeliveryTruck,D2_6,2
5,P5,F2,CD3,C304,58,SemiTrailler,D05,8,2,184.2,Van,D3_1,6
2,P3,F2,CD3,C303,58,SemiTrailler,D06,22,4,148.7,Van,D3_5,5
1,P9,F2,CD1,C102,36,SemiTrailler,D02,7,4,150.6,Van,D1_6,5
3,P1,F2,CD1,C103,36,Truck,D05,6,4,114,Van,D1_1,4
5,P8,F1,CD2,C203,162,SemiTrailler,D05,33,0,29.7,Van,D2_2,1
2,P14,F2,CD1,C105,36,Truck,D05,36,4,181.7,MiniVan,D1_7,6
4,P5,F1,CD2,C202,162,SemiTrailler,D06,37,0,142.6,CityDeliveryTruck,D2_2,5
5,P11,F4,CD2,C201,162,SemiTrailler,D03,6,1,93,Van,D2_5,3
4,P12,F1,CD1,C104,36,SemiTrailler,D04,15,3,93.4,MiniVan,D1_3,3
3,P1,F1,CD1,C104,36,SemiTrailler,D05,7,0,178.8,Van,D1_7,6
2,P1,F4,CD1,C101,36,SemiTrailler,D05,29,0,58.4,CityDeliveryTruck,D1_7,2
3,P13,F1,CD2,C205,162,Truck,D01,9,2,94.5,Van,D2_1,3
5,P8,F4,CD3,C301,58,Truck,D02,23,2,30.4,CityDeliveryTruck,D3_6,1
2,P9,F2,CD1,C102,36,SemiTrailler,D02,31,2,29,Van,D1_5,1
4,P6,F1,CD2,C204,162,SemiTrailler,D06,21,3,28.6,MiniVan,D2_4,1
4,P5,F2,CD2,C202,162,Truck,D04,36,0,149.9,Van,D2_6,5
1,P14,F4,CD2,C201,162,SemiTrailler,D04,11,2,62.6,Van,D2_1,2
3,P2,F2,CD3,C301,58,Truck,D03,32,2,30.3,Van,D3_6,1
5,P2,F1,CD2,C204,162,Truck,D05,29,2,31,Van,D2_6,1
1,P5,F2,CD1,C101,36,SemiTrailler,D06,25,4,30.3,Van,D1_4,1
2,P4,F3,CD3,C302,58,SemiTrailler,D04,20,3,151.3,CityDeliveryTruck,D3_5,5
1,P10,F2,CD1,C102,36,SemiTrailler,D04,35,1,188.4,MiniVan,D1_6,6
1,P15,F2,CD1,C104,36,SemiTrailler,D04,36,2,155,CityDeliveryTruck,D1_1,5
4,P12,F2,CD3,C303,58,Truck,D02,14,2,146.7,Van,D3_2,5
1,P5,F2,CD1,C103,36,Truck,D01,15,0,155.2,Van,D1_6,5
5,P1,F4,CD3,C305,58,Truck,D04,6,1,172.4,Van,D3_6,6
4,P6,F4,CD1,C101,36,SemiTrailler,D05,9,2,30.7,Van,D1_2,1
1,P13,F4,CD2,C204,162,Truck,D06,9,3,89.4,Van,D2_3,3
2,P1,F1,CD3,C304,58,SemiTrailler,D04,31,2,176.7,MiniVan,D3_1,6
5,P11,F1,CD3,C301,58,SemiTrailler,D06,7,3,29.5,Van,D3_3,1
2,P4,F2,CD3,C304,58,Truck,D05,35,2,120.7,MiniVan,D3_2,4
1,P12,F2,CD2,C201,162,SemiTrailler,D03,24,2,185.2,Van,D2_6,6
4,P1,F2,CD1,C101,36,SemiTrailler,D01,35,1,119.7,MiniVan,D1_2,4
1,P7,F3,CD3,C302,58,SemiTrailler,D02,33,4,85.6,Van,D3_7,3
3,P13,F3,CD1,C102,36,SemiTrailler,D05,14,0,94,MiniVan,D1_7,3
3,P6,F3,CD3,C301,58,Truck,D02,29,3,174.4,MiniVan,D3_1,6
1,P10,F2,CD3,C305,58,SemiTrailler,D06,5,3,148,MiniVan,D3_3,5
3,P9,F2,CD2,C204,162,SemiTrailler,D04,25,2,117,Van,D2_5,4
1,P3,F4,CD1,C101,36,SemiTrailler,D05,19,3,28.9,Van,D1_7,1
3,P13,F4,CD3,C302,58,Truck,D02,7,3,186.2,Van,D3_3,6
5,P8,F1,CD1,C104,36,Truck,D06,27,3,93,CityDeliveryTruck,D1_7,3
1,P8,F2,CD1,C104,36,Truck,D05,10,2,188.5,Van,D1_3,6
4,P11,F2,CD2,C205,162,Truck,D01,6,0,176.5,Van,D2_4,6
4,P11,F1,CD3,C304,58,SemiTrailler,D03,27,0,120.1,CityDeliveryTruck,D3_4,4
1,P9,F2,CD3,C304,58,SemiTrailler,D01,35,1,59.5,Van,D3_4,2
4,P1,F3,CD3,C303,58,Truck,D06,25,2,60.3,Van,D3_1,2
1,P13,F1,CD1,C104,36,Truck,D06,28,0,182.9,Van,D1_3,6
5,P10,F2,CD1,C101,36,SemiTrailler,D03,17,1,31,CityDeliveryTruck,D1_6,1
2,P11,F2,CD3,C305,58,SemiTrailler,D06,31,4,59.6,Van,D3_3,2
2,P12,F4,CD1,C104,36,SemiTrailler,D01,34,4,156,MiniVan,D1_4,5
4,P5,F4,CD1,C103,36,SemiTrailler,D04,20,2,175.4,Van,D1_6,6
5,P12,F1,CD2,C205,162,Truck,D04,8,3,150.8,CityDeliveryTruck,D2_3,5
4,P3,F2,CD2,C203,162,SemiTrailler,D05,21,0,188.8,Van,D2_2,6
5,P2,F2,CD2,C201,162,SemiTrailler,D03,21,3,29.4,MiniVan,D2_2,1
5,P4,F1,CD2,C201,162,Truck,D02,34,1,146.9,CityDeliveryTruck,D2_1,5
2,P13,F1,CD3,C304,58,SemiTrailler,D03,17,0,125,CityDeliveryTruck,D3_1,4
5,P1,F3,CD1,C103,36,Truck,D06,22,2,147.5,Van,D1_5,5
2,P6,F4,CD3,C304,58,SemiTrailler,D01,10,2,29.1,MiniVan,D3_3,1
1,P8,F4,CD2,C203,162,SemiTrailler,D05,30,1,31.4,Van,D2_7,1
2,P4,F4,CD1,C103,36,SemiTrailler,D05,13,0,149.2,Van,D1_6,5
1,P15,F3,CD3,C304,58,SemiTrailler,D02,36,1,149.4,CityDeliveryTruck,D3_4,5
2,P7,F4,CD2,C202,162,SemiTrailler,D05,34,4,155.9,MiniVan,D2_5,5
3,P2,F2,CD1,C104,36,Truck,D01,8,1,121.5,Van,D1_2,4
4,P6,F4,CD2,C205,162,Truck,D06,29,3,29.6,Van,D2_3,1
2,P11,F2,CD3,C305,58,SemiTrailler,D03,17,1,29.1,MiniVan,D3_5,1
4,P13,F1,CD2,C201,162,Truck,D03,10,1,171.3,Van,D2_6,6
4,P1,F3,CD3,C304,58,Truck,D03,17,3,154.3,Van,D3_4,5
4,P6,F4,CD2,C203,162,SemiTrailler,D02,29,1,115.6,CityDeliveryTruck,D2_6,4
3,P15,F2,CD3,C303,58,SemiTrailler,D01,26,2,155,MiniVan,D3_5,5
3,P1,F4,CD3,C302,58,SemiTrailler,D05,23,4,155.2,MiniVan,D3_6,5
3,P8,F3,CD1,C105,36,SemiTrailler,D02,26,4,180.4,Van,D1_6,6
1,P8,F2,CD1,C103,36,SemiTrailler,D06,11,4,124,CityDeliveryTruck,D1_6,4
2,P14,F1,CD3,C303,58,Truck,D06,16,3,124.4,CityDeliveryTruck,D3_2,4
4,P3,F2,CD3,C302,58,Truck,D06,13,1,120.3,MiniVan,D3_5,4
4,P5,F2,CD2,C205,162,SemiTrailler,D02,27,4,29.2,MiniVan,D2_5,1
3,P2,F3,CD2,C201,162,SemiTrailler,D04,5,4,28.8,Van,D2_4,1
1,P5,F4,CD3,C305,58,SemiTrailler,D02,25,2,151.3,Van,D3_1,5
4,P10,F2,CD1,C103,36,SemiTrailler,D04,32,1,85.9,Van,D1_4,3
3,P2,F1,CD3,C302,58,SemiTrailler,D06,11,4,28.8,MiniVan,D3_4,1
3,P11,F3,CD1,C105,36,SemiTrailler,D06,27,4,118.7,Van,D1_7,4
5,P5,F1,CD1,C104,36,SemiTrailler,D05,22,1,30.7,CityDeliveryTruck,D1_4,1
3,P15,F2,CD3,C305,58,Truck,D03,28,0,92.4,CityDeliveryTruck,D3_2,3
4,P5,F3,CD3,C302,58,Truck,D01,17,0,182.8,MiniVan,D3_5,5
1,P1,F2,CD2,C202,162,SemiTrailler,D02,7,3,93.2,Van,D2_4,3
2,P11,F4,CD3,C302,58,SemiTrailler,D03,10,0,94.3,CityDeliveryTruck,D3_2,3
5,P4,F1,CD2,C204,162,SemiTrailler,D03,10,0,57.7,CityDeliveryTruck,D2_3,2
1,P15,F3,CD3,C305,58,Truck,D06,23,1,87.8,MiniVan,D3_4,3
2,P9,F4,CD3,C301,58,SemiTrailler,D04,16,4,30.3,CityDeliveryTruck,D3_1,1
1,P5,F1,CD2,C205,162,Truck,D03,25,0,29.7,CityDeliveryTruck,D2_3,1
5,P7,F3,CD2,C204,162,SemiTrailler,D02,13,1,146.8,Van,D2_5,5
5,P3,F1,CD2,C204,162,Truck,D03,20,0,87.7,MiniVan,D2_2,3
5,P9,F1,CD1,C103,36,Truck,D04,10,3,94.4,Van,D1_3,3
3,P6,F2,CD1,C105,36,SemiTrailler,D06,34,1,88.9,MiniVan,D1_5,3
4,P13,F4,CD2,C205,162,SemiTrailler,D05,12,4,120.8,Van,D2_5,4
5,P12,F3,CD3,C303,58,SemiTrailler,D05,7,2,60.8,CityDeliveryTruck,D3_6,2
2,P1,F3,CD3,C305,58,SemiTrailler,D03,20,4,143.8,Van,D3_2,5
3,P7,F3,CD1,C104,36,Truck,D04,12,2,153.4,CityDeliveryTruck,D1_1,5
3,P1,F3,CD3,C305,58,SemiTrailler,D03,8,0,116.1,CityDeliveryTruck,D3_2,4
4,P6,F3,CD2,C201,162,SemiTrailler,D06,7,2,124.5,Van,D2_5,4
1,P7,F3,CD3,C302,58,Truck,D05,15,3,153.4,Van,D3_5,5
2,P6,F3,CD2,C204,162,SemiTrailler,D06,9,2,154,CityDeliveryTruck,D2_4,5
3,P12,F1,CD2,C201,162,SemiTrailler,D02,25,3,117.5,Van,D2_6,4
4,P13,F1,CD2,C204,162,SemiTrailler,D02,5,4,186.8,CityDeliveryTruck,D2_1,6
5,P8,F2,CD2,C205,162,SemiTrailler,D03,13,0,90.1,Van,D2_1,3
3,P10,F1,CD1,C101,36,SemiTrailler,D05,32,3,92.7,MiniVan,D1_5,3
4,P10,F1,CD1,C101,36,Truck,D04,37,1,188,Van,D1_5,6
3,P3,F2,CD3,C302,58,SemiTrailler,D04,29,2,185.9,CityDeliveryTruck,D3_2,6
4,P9,F4,CD3,C301,58,Truck,D02,35,0,116.2,Van,D3_3,4
5,P2,F1,CD3,C304,58,SemiTrailler,D01,21,1,156.1,Van,D3_3,5
4,P5,F1,CD2,C202,162,SemiTrailler,D01,23,3,92,CityDeliveryTruck,D2_5,3
4,P14,F3,CD2,C205,162,SemiTrailler,D05,24,3,29.7,Van,D2_2,1
5,P14,F4,CD2,C201,162,SemiTrailler,D04,32,0,28.6,MiniVan,D2_3,1
1,P15,F1,CD3,C301,58,SemiTrailler,D05,31,1,174.3,MiniVan,D3_3,6
1,P4,F1,CD1,C104,36,SemiTrailler,D04,20,2,120.9,CityDeliveryTruck,D1_2,4
2,P10,F4,CD2,C204,162,SemiTrailler,D04,31,0,154.1,Van,D2_5,5
3,P7,F1,CD1,C104,36,Truck,D01,32,0,144.1,Van,D1_3,5
4,P14,F1,CD1,C105,36,SemiTrailler,D03,37,3,90,MiniVan,D1_2,3
2,P6,F2,CD1,C102,36,Truck,D06,33,0,115.3,Van,D1_7,4
2,P10,F3,CD3,C301,58,SemiTrailler,D02,14,4,125.8,Van,D3_4,4
5,P14,F1,CD1,C104,36,Truck,D01,11,1,121.2,MiniVan,D1_7,4
1,P14,F3,CD2,C204,162,SemiTrailler,D02,35,3,148.9,CityDeliveryTruck,D2_4,5
1,P6,F4,CD2,C205,162,SemiTrailler,D04,34,3,57.2,CityDeliveryTruck,D2_2,2
4,P5,F1,CD3,C301,58,SemiTrailler,D06,29,4,114,CityDeliveryTruck,D3_5,4
4,P11,F2,CD3,C301,58,SemiTrailler,D01,37,2,29.9,Van,D3_2,1
5,P15,F3,CD2,C204,162,Truck,D06,37,2,59.7,MiniVan,D2_3,2
1,P9,F1,CD3,C305,58,SemiTrailler,D02,26,1,177.7,Van,D3_6,6
5,P4,F2,CD1,C102,36,SemiTrailler,D01,27,0,122.6,Van,D1_3,4
3,P4,F1,CD1,C104,36,SemiTrailler,D02,36,1,181.7,CityDeliveryTruck,D1_1,6
4,P5,F2,CD3,C301,58,Truck,D03,31,0,58.3,MiniVan,D3_3,2
4,P3,F4,CD2,C203,162,SemiTrailler,D02,9,0,115.3,Van,D2_2,4
4,P10,F4,CD1,C102,36,SemiTrailler,D01,12,1,150.9,Van,D1_6,5
5,P3,F3,CD2,C203,162,SemiTrailler,D06,32,0,29,Van,D2_2,1
2,P8,F4,CD2,C205,162,Truck,D02,12,2,151,Van,D2_4,5
2,P4,F4,CD2,C203,162,SemiTrailler,D02,21,1,173.5,Van,D2_4,6
3,P11,F4,CD2,C203,162,SemiTrailler,D06,23,2,177.1,CityDeliveryTruck,D2_7,6
1,P8,F4,CD1,C105,36,SemiTrailler,D01,14,3,62.8,Van,D1_2,2
2,P3,F3,CD1,C103,36,Truck,D06,34,0,30.8,Van,D1_6,1
5,P7,F3,CD2,C203,162,SemiTrailler,D05,32,2,58.1,MiniVan,D2_5,2
2,P7,F3,CD3,C303,58,Truck,D01,13,2,90.3,MiniVan,D3_6,3
4,P8,F4,CD2,C203,162,SemiTrailler,D06,29,2,62.4,Van,D2_6,2
1,P6,F2,CD3,C305,58,SemiTrailler,D02,16,3,30.4,MiniVan,D3_2,1
4,P9,F3,CD1,C105,36,Truck,D05,31,4,87.1,Van,D1_1,3
5,P10,F1,CD2,C201,162,SemiTrailler,D04,8,4,122.1,MiniVan,D2_3,4
4,P8,F1,CD2,C205,162,SemiTrailler,D02,29,3,88.1,Van,D2_2,3
1,P9,F1,CD1,C102,36,SemiTrailler,D02,24,1,153,CityDeliveryTruck,D1_5,5
5,P10,F1,CD1,C105,36,SemiTrailler,D01,37,0,146.4,Van,D1_2,5
5,P1,F4,CD2,C204,162,SemiTrailler,D05,36,2,89.4,CityDeliveryTruck,D2_6,3
5,P15,F1,CD3,C302,58,SemiTrailler,D02,23,0,123.4,Van,D3_7,4
5,P14,F1,CD3,C303,58,SemiTrailler,D02,26,1,57.7,Van,D3_4,2
5,P9,F4,CD3,C302,58,SemiTrailler,D04,24,1,85.7,MiniVan,D3_2,3
5,P6,F1,CD3,C305,58,SemiTrailler,D05,31,2,60.5,Van,D3_3,2
3,P13,F1,CD1,C105,36,SemiTrailler,D02,33,4,179.6,Van,D1_1,6
2,P14,F3,CD3,C302,58,Truck,D04,23,2,30,MiniVan,D3_1,1
3,P15,F2,CD2,C201,162,SemiTrailler,D06,13,2,62,MiniVan,D2_7,2
2,P5,F4,CD2,C201,162,SemiTrailler,D05,19,4,62.6,CityDeliveryTruck,D2_5,2
2,P4,F1,CD3,C305,58,Truck,D05,31,1,30.1,Van,D3_4,1
1,P2,F2,CD3,C304,58,Truck,D06,12,0,146.8,CityDeliveryTruck,D3_7,5
4,P10,F3,CD1,C104,36,SemiTrailler,D04,26,2,89.8,MiniVan,D1_4,3
5,P2,F4,CD3,C303,58,SemiTrailler,D04,13,0,59.2,Van,D3_3,2
1,P2,F1,CD2,C201,162,SemiTrailler,D02,13,4,29.8,CityDeliveryTruck,D2_3,1
1,P15,F1,CD3,C301,58,SemiTrailler,D01,34,3,179.7,MiniVan,D3_2,6
1,P11,F1,CD2,C202,162,SemiTrailler,D03,36,0,90.9,MiniVan,D2_4,3
4,P4,F4,CD1,C102,36,SemiTrailler,D01,24,0,120,Van,D1_2,4
1,P12,F1,CD3,C303,58,SemiTrailler,D04,8,3,178,Van,D3_5,6
3,P8,F3,CD1,C101,36,SemiTrailler,D06,29,2,181.6,CityDeliveryTruck,D1_6,6
2,P14,F3,CD1,C102,36,Truck,D03,33,0,60.1,Van,D1_4,2
2,P10,F3,CD3,C301,58,SemiTrailler,D03,13,0,153.4,MiniVan,D3_6,5
2,P5,F4,CD3,C304,58,SemiTrailler,D01,30,3,115,Van,D3_5,4
3,P3,F1,CD2,C204,162,Truck,D01,9,1,59,Van,D2_6,2
4,P3,F1,CD2,C204,162,SemiTrailler,D05,26,0,115,CityDeliveryTruck,D2_2,4
5,P1,F4,CD1,C101,36,SemiTrailler,D04,19,3,142.5,Van,D1_6,5
5,P14,F4,CD1,C102,36,SemiTrailler,D04,7,1,143.2,Van,D1_1,5
1,P3,F1,CD1,C103,36,SemiTrailler,D03,28,2,176.6,CityDeliveryTruck,D1_5,6
1,P8,F2,CD2,C203,162,SemiTrailler,D03,18,1,30.8,Van,D2_5,1
3,P9,F2,CD3,C303,58,Truck,D02,9,4,183.6,CityDeliveryTruck,D3_5,6
2,P3,F2,CD3,C302,58,Truck,D02,21,4,171.7,MiniVan,D3_3,6
2,P7,F1,CD1,C103,36,SemiTrailler,D02,5,4,114.3,CityDeliveryTruck,D1_1,4
4,P2,F3,CD3,C303,58,Truck,D06,22,4,59.9,MiniVan,D3_3,2
2,P1,F3,CD3,C305,58,Truck,D01,5,4,86,CityDeliveryTruck,D3_1,3
3,P7,F4,CD1,C103,36,Truck,D03,5,1,92.2,MiniVan,D1_3,3
3,P3,F4,CD2,C205,162,SemiTrailler,D06,21,0,147.9,Van,D2_2,5
3,P6,F3,CD1,C102,36,SemiTrailler,D01,5,0,114.1,MiniVan,D1_5,4
5,P8,F4,CD3,C305,58,SemiTrailler,D06,16,1,173.2,Van,D3_6,6
2,P5,F2,CD2,C205,162,SemiTrailler,D06,16,4,89.9,Van,D2_7,3
5,P14,F1,CD1,C104,36,Truck,D03,22,1,30.8,Van,D1_3,1
2,P10,F2,CD1,C103,36,SemiTrailler,D06,21,3,29.5,Van,D1_3,1
4,P8,F1,CD1,C102,36,SemiTrailler,D02,34,4,121.7,Van,D1_3,4
4,P7,F1,CD3,C305,58,SemiTrailler,D03,27,2,184.7,Van,D3_6,6
4,P8,F4,CD2,C205,162,SemiTrailler,D03,19,0,61.7,CityDeliveryTruck,D2_5,2
5,P11,F4,CD2,C203,162,SemiTrailler,D04,19,1,62,Van,D2_6,2
1,P5,F2,CD3,C302,58,Truck,D03,17,2,184.1,MiniVan,D3_7,6
4,P4,F4,CD3,C301,58,SemiTrailler,D03,17,1,30.1,Van,D3_7,1
3,P1,F4,CD1,C103,36,Truck,D03,36,2,142.9,MiniVan,D1_6,5
1,P1,F1,CD1,C103,36,Truck,D06,8,2,57.2,MiniVan,D1_2,2
1,P12,F4,CD3,C301,58,Truck,D03,28,4,91,Van,D3_1,3
1,P14,F2,CD2,C204,162,SemiTrailler,D01,5,4,29.3,CityDeliveryTruck,D2_7,1
3,P10,F2,CD1,C105,36,SemiTrailler,D05,17,3,59.2,Van,D1_2,2
2,P12,F1,CD3,C303,58,Truck,D05,28,3,87.5,Van,D3_2,3
3,P10,F2,CD3,C301,58,Truck,D01,22,3,173.7,CityDeliveryTruck,D3_4,6
4,P12,F3,CD2,C201,162,SemiTrailler,D03,25,4,124.5,Van,D2_2,4
2,P13,F3,CD3,C303,58,SemiTrailler,D01,21,4,121.6,MiniVan,D3_6,4
4,P9,F3,CD1,C101,36,Truck,D02,9,3,86.5,MiniVan,D1_6,3
4,P3,F3,CD2,C204,162,SemiTrailler,D04,24,2,94.1,Van,D2_5,3
4,P5,F3,CD2,C201,162,SemiTrailler,D05,14,2,88.4,MiniVan,D2_7,3
2,P14,F4,CD2,C203,162,Truck,D03,30,0,154.3,MiniVan,D2_2,5
1,P7,F4,CD1,C102,36,SemiTrailler,D05,34,4,116.3,CityDeliveryTruck,D1_7,4
2,P14,F3,CD1,C104,36,SemiTrailler,D05,5,1,29.6,Van,D1_1,1
2,P2,F2,CD3,C301,58,SemiTrailler,D02,15,3,88.9,Van,D3_2,3
3,P5,F3,CD1,C102,36,SemiTrailler,D03,14,2,117.3,CityDeliveryTruck,D1_5,4
5,P13,F4,CD1,C103,36,Truck,D01,9,3,57.7,MiniVan,D1_5,2
1,P4,F2,CD3,C301,58,SemiTrailler,D05,5,3,92.2,Van,D3_1,3
5,P6,F1,CD3,C305,58,Truck,D05,25,2,30.1,MiniVan,D3_5,1
4,P9,F2,CD1,C101,36,SemiTrailler,D03,10,0,87.3,Van,D1_3,3
4,P8,F4,CD2,C204,162,SemiTrailler,D05,6,3,29.7,CityDeliveryTruck,D2_6,1
5,P11,F2,CD1,C102,36,SemiTrailler,D01,18,3,92.2,Van,D1_5,3
2,P5,F2,CD1,C102,36,SemiTrailler,D04,18,1,142.7,CityDeliveryTruck,D1_2,5
1,P13,F1,CD1,C103,36,Truck,D06,13,3,91.6,Van,D1_1,3
4,P8,F4,CD2,C203,162,Truck,D02,9,4,147.4,Van,D2_1,5
4,P10,F2,CD3,C303,58,SemiTrailler,D03,9,2,142.8,CityDeliveryTruck,D3_1,5
2,P15,F1,CD1,C105,36,Truck,D06,37,2,148.8,Van,D1_4,5
2,P1,F3,CD1,C102,36,SemiTrailler,D01,30,1,186.3,CityDeliveryTruck,D1_3,6
5,P1,F1,CD2,C201,162,Truck,D05,28,4,60.2,MiniVan,D2_3,2
3,P5,F4,CD3,C305,58,SemiTrailler,D04,17,4,31.1,MiniVan,D3_5,1
1,P8,F1,CD1,C105,36,Truck,D03,32,0,181.9,Van,D1_6,6
5,P15,F3,CD3,C302,58,SemiTrailler,D04,18,4,118.9,Van,D3_7,4
1,P13,F2,CD1,C104,36,SemiTrailler,D05,8,0,28.9,Van,D1_3,1
5,P6,F2,CD3,C301,58,SemiTrailler,D06,15,4,143,MiniVan,D3_4,5
3,P2,F4,CD1,C103,36,SemiTrailler,D05,18,3,29.4,Van,D1_7,1
2,P2,F4,CD1,C103,36,SemiTrailler,D01,9,2,31.4,MiniVan,D1_7,1
1,P1,F1,CD3,C301,58,Truck,D03,33,0,156.7,CityDeliveryTruck,D3_6,5
2,P10,F2,CD1,C102,36,SemiTrailler,D05,22,0,119.9,CityDeliveryTruck,D1_4,4
4,P15,F2,CD3,C305,58,Truck,D04,31,4,94.5,Van,D3_5,3
1,P5,F2,CD3,C301,58,SemiTrailler,D02,18,4,59.6,CityDeliveryTruck,D3_6,2
4,P4,F1,CD3,C304,58,SemiTrailler,D03,27,0,61.3,CityDeliveryTruck,D3_4,2
5,P9,F2,CD1,C105,36,Truck,D05,25,2,60.2,Van,D1_7,2
3,P8,F4,CD2,C204,162,SemiTrailler,D05,7,1,57.1,CityDeliveryTruck,D2_6,2
3,P15,F4,CD3,C305,58,SemiTrailler,D02,19,2,114.7,Van,D3_7,4
2,P1,F4,CD1,C104,36,Truck,D05,7,2,31.4,MiniVan,D1_2,1
5,P15,F2,CD2,C205,162,Truck,D05,28,0,28.6,Van,D2_4,1
1,P6,F4,CD3,C303,58,SemiTrailler,D01,32,1,174.6,Van,D3_3,6
2,P12,F2,CD2,C203,162,Truck,D05,33,3,153.4,CityDeliveryTruck,D2_2,5
3,P11,F3,CD2,C205,162,SemiTrailler,D03,25,4,60.9,MiniVan,D2_6,2
1,P10,F3,CD1,C105,36,SemiTrailler,D02,11,1,184.4,CityDeliveryTruck,D1_3,6
4,P10,F2,CD2,C202,162,Truck,D02,6,4,29.6,MiniVan,D2_5,1
1,P12,F4,CD1,C103,36,Truck,D06,10,1,120.1,Van,D1_1,4
5,P3,F3,CD1,C102,36,SemiTrailler,D01,20,0,61.5,CityDeliveryTruck,D1_7,2
4,P5,F3,CD1,C102,36,Truck,D02,22,1,187.1,CityDeliveryTruck,D1_3,6
2,P14,F4,CD3,C305,58,SemiTrailler,D04,30,0,59.6,CityDeliveryTruck,D3_4,2
2,P14,F2,CD1,C105,36,SemiTrailler,D01,19,0,62.5,CityDeliveryTruck,D1_6,2
1,P10,F4,CD2,C202,162,SemiTrailler,D04,17,2,93.4,Van,D2_3,3
1,P15,F1,CD3,C304,58,Truck,D06,31,4,144.6,CityDeliveryTruck,D3_3,5
1,P8,F4,CD1,C101,36,SemiTrailler,D06,25,4,187.3,Van,D1_3,6
4,P5,F4,CD2,C201,162,Truck,D03,32,0,29.1,MiniVan,D2_7,1
1,P7,F2,CD1,C102,36,Truck,D03,20,4,58.5,Van,D1_4,2
5,P13,F1,CD3,C301,58,SemiTrailler,D02,14,3,85.6,Van,D3_3,3
2,P10,F2,CD3,C303,58,Truck,D01,24,1,125.8,Van,D3_7,4
5,P14,F4,CD2,C205,162,SemiTrailler,D05,33,0,147.4,Van,D2_6,5
5,P3,F2,CD3,C303,58,SemiTrailler,D04,10,3,123,CityDeliveryTruck,D3_3,4
5,P1,F3,CD2,C202,162,SemiTrailler,D04,17,4,118.9,CityDeliveryTruck,D2_7,4
5,P3,F2,CD1,C105,36,SemiTrailler,D04,37,1,61.8,Van,D1_6,2
1,P6,F2,CD3,C304,58,SemiTrailler,D05,20,3,29,Van,D3_6,1
2,P2,F3,CD2,C201,162,Truck,D04,16,3,154.7,Van,D2_3,5
5,P5,F1,CD3,C302,58,Truck,D06,26,2,57.8,MiniVan,D3_1,2
4,P2,F2,CD1,C101,36,SemiTrailler,D05,9,4,91.3,Van,D1_1,3
5,P5,F2,CD2,C205,162,SemiTrailler,D06,20,0,177.8,Van,D2_4,6
4,P14,F4,CD2,C205,162,SemiTrailler,D01,14,3,146.6,CityDeliveryTruck,D2_2,5
4,P7,F2,CD2,C203,162,SemiTrailler,D05,8,1,30,Van,D2_1,1
2,P6,F2,CD2,C201,162,SemiTrailler,D06,36,3,149.3,Van,D2_6,5
4,P4,F1,CD2,C205,162,SemiTrailler,D05,23,4,87,Van,D2_4,3
1,P10,F3,CD1,C102,36,Truck,D04,32,1,177.7,Van,D1_7,6
1,P1,F3,CD2,C203,162,Truck,D01,14,3,31.3,CityDeliveryTruck,D2_3,1
2,P5,F2,CD2,C201,162,Truck,D03,36,2,124.2,Van,D2_5,4
2,P12,F3,CD2,C201,162,SemiTrailler,D02,35,2,172.3,MiniVan,D2_2,6
