Stars,Product,Origin,CD_name,Dest,DistanceTravelled_Fac_CD,TruckType,DriverF_CD,DaysStocked,FloorCD,DistanceTravelled_CD_Client,TruckType2,DriverCD_C,RoutDeliveryOrder
3,P6,F4,CD3,C305,58,SemiTrailler,D05,26,0,88.2,Van,D3_2,3
4,P12,F1,CD3,C305,58,SemiTrailler,D05,13,0,60.8,Van,D3_7,2
1,P3,F2,CD2,C203,162,SemiTrailler,D06,11,1,31.5,CityDeliveryTruck,D2_6,1
1,P8,F2,CD2,C204,162,SemiTrailler,D01,31,0,58.8,CityDeliveryTruck,D2_3,2
4,P10,F4,CD2,C205,162,Truck,D03,20,0,177,CityDeliveryTruck,D2_1,6
4,P15,F1,CD2,C203,162,SemiTrailler,D02,18,3,60.4,Van,D2_6,2
4,P9,F3,CD2,C202,162,Truck,D04,25,4,154.7,MiniVan,D2_3,5
5,P7,F4,CD1,C104,36,SemiTrailler,D04,24,2,122.5,CityDeliveryTruck,D1_2,4
5,P14,F4,CD1,C101,36,SemiTrailler,D03,28,0,142.7,Van,D1_1,5
4,P8,F3,CD3,C305,58,SemiTrailler,D02,15,2,125.6,Van,D3_7,4
4,P1,F1,CD3,C303,58,SemiTrailler,D03,9,2,58,Van,D3_3,2
3,P3,F1,CD2,C202,162,SemiTrailler,D05,21,0,61.5,CityDeliveryTruck,D2_1,2
3,P4,F2,CD3,C304,58,SemiTrailler,D01,35,1,186.6,CityDeliveryTruck,D3_7,6
5,P2,F4,CD3,C303,58,SemiTrailler,D06,32,0,115.2,CityDeliveryTruck,D3_6,4
4,P12,F1,CD2,C201,162,SemiTrailler,D01,8,2,31.4,MiniVan,D2_1,1
4,P11,F4,CD1,C105,36,SemiTrailler,D01,5,3,183.7,CityDeliveryTruck,D1_4,6
4,P5,F4,CD3,C303,58,Truck,D06,15,4,174.3,Van,D3_1,6
3,P14,F2,CD1,C101,36,SemiTrailler,D01,28,1,30.9,Van,D1_1,1
3,P3,F2,CD3,C304,58,SemiTrailler,D04,14,0,180.3,MiniVan,D3_3,6
5,P7,F2,CD2,C205,162,Truck,D01,13,4,93.7,CityDeliveryTruck,D2_4,3
3,P9,F1,CD1,C104,36,Truck,D02,35,3,183.6,CityDeliveryTruck,D1_3,6
1,P8,F1,CD1,C102,36,SemiTrailler,D02,11,2,90.2,Van,D1_6,3
4,P7,F3,CD1,C102,36,SemiTrailler,D01,12,1,119.1,Van,D1_3,4
2,P12,F3,CD3,C303,58,SemiTrailler,D06,30,4,149.5,Van,D3_7,5
5,P13,F4,CD3,C303,58,SemiTrailler,D02,34,2,88.1,MiniVan,D3_2,3
3,P2,F4,CD3,C301,58,SemiTrailler,D01,19,1,156.9,CityDeliveryTruck,D3_2,5
3,P10,F2,CD2,C205,162,SemiTrailler,D03,8,2,58.4,Van,D2_6,2
2,P3,F3,CD3,C303,58,SemiTrailler,D01,34,1,152.1,Van,D3_2,5
5,P4,F3,CD3,C301,58,SemiTrailler,D06,25,1,156.5,MiniVan,D3_6,5
4,P12,F2,CD1,C104,36,Truck,D06,33,4,117.3,Van,D1_2,4
3,P15,F2,CD1,C104,36,Truck,D03,28,1,29.6,Van,D1_6,1
4,P10,F4,CD2,C203,162,SemiTrailler,D04,19,4,117.5,Van,D2_1,4
3,P1,F4,CD1,C101,36,SemiTrailler,D01,35,3,28.5,Van,D1_2,1
3,P10,F4,CD3,C303,58,SemiTrailler,D06,23,1,184.3,CityDeliveryTruck,D3_2,6
2,P5,F2,CD3,C303,58,Truck,D04,26,1,146.1,MiniVan,D3_2,5
5,P9,F3,CD1,C101,36,SemiTrailler,D01,32,2,117.7,Van,D1_7,4
2,P14,F4,CD1,C103,36,SemiTrailler,D04,26,0,30.8,Van,D1_4,1
1,P6,F3,CD2,C202,162,SemiTrailler,D02,15,0,89.9,Van,D2_3,3
4,P15,F3,CD1,C102,36,SemiTrailler,D04,9,1,145.8,CityDeliveryTruck,D1_2,5
3,P8,F3,CD2,C204,162,SemiTrailler,D05,17,1,92.5,CityDeliveryTruck,D2_3,3
5,P5,F3,CD2,C205,162,Truck,D06,34,2,178.4,Van,D2_7,6
1,P7,F4,CD3,C301,58,SemiTrailler,D01,33,3,188.2,Van,D3_2,6
5,P6,F3,CD3,C303,58,Truck,D04,14,4,89.5,Van,D3_1,3
5,P6,F3,CD1,C101,36,SemiTrailler,D06,24,3,29.9,CityDeliveryTruck,D1_2,1
5,P12,F1,CD1,C101,36,SemiTrailler,D06,22,1,173,Van,D1_4,6
5,P6,F3,CD2,C202,162,Truck,D04,22,3,173.1,Van,D2_1,6
3,P9,F2,CD3,C303,58,SemiTrailler,D02,23,1,62.4,CityDeliveryTruck,D3_7,2
5,P9,F4,CD2,C202,162,SemiTrailler,D05,7,2,86.6,Van,D2_2,3
4,P1,F1,CD2,C204,162,SemiTrailler,D05,9,2,122.4,Van,D2_4,4
4,P6,F4,CD2,C202,162,SemiTrailler,D02,34,3,29.7,Van,D2_3,1
2,P6,F2,CD1,C105,36,Truck,D02,17,1,185.7,Van,D1_6,6
2,P14,F4,CD1,C102,36,SemiTrailler,D03,25,2,88.3,CityDeliveryTruck,D1_2,3
5,P2,F1,CD1,C102,36,Truck,D03,26,0,92.1,CityDeliveryTruck,D1_4,3
1,P9,F4,CD3,C301,58,SemiTrailler,D01,25,3,87.5,CityDeliveryTruck,D3_5,3
1,P11,F3,CD3,C301,58,SemiTrailler,D04,7,2,122,Van,D3_2,4
4,P4,F4,CD1,C103,36,SemiTrailler,D02,37,4,115.2,CityDeliveryTruck,D1_5,4
1,P5,F4,CD1,C103,36,Truck,D05,21,4,87.4,Van,D1_1,3
4,P12,F3,CD3,C302,58,SemiTrailler,D01,8,1,117.9,CityDeliveryTruck,D3_4,4
5,P10,F2,CD3,C305,58,SemiTrailler,D05,33,4,28.7,CityDeliveryTruck,D3_7,1
5,P14,F3,CD3,C302,58,Truck,D01,35,1,89.1,CityDeliveryTruck,D3_4,3
4,P3,F3,CD3,C305,58,Truck,D02,30,0,144.6,Van,D3_2,5
3,P5,F3,CD3,C302,58,SemiTrailler,D01,31,0,154.4,CityDeliveryTruck,D3_4,5
4,P13,F2,CD2,C202,162,SemiTrailler,D05,26,3,59.8,CityDeliveryTruck,D2_4,2
4,P5,F2,CD3,C304,58,Truck,D01,28,4,58.5,Van,D3_2,2
5,P4,F1,CD1,C105,36,Truck,D03,32,4,58.1,Van,D1_7,2
3,P7,F2,CD2,C204,162,SemiTrailler,D01,22,0,143,Van,D2_5,5
2,P15,F4,CD3,C303,58,SemiTrailler,D05,34,1,30.1,CityDeliveryTruck,D3_2,1
5,P1,F1,CD3,C302,58,SemiTrailler,D02,16,0,59.8,Van,D3_4,2
5,P8,F1,CD1,C102,36,SemiTrailler,D02,36,3,29.1,Van,D1_7,1
1,P7,F3,CD1,C101,36,Truck,D06,9,4,155.6,Van,D1_6,5
4,P11,F1,CD3,C305,58,Truck,D02,7,3,89.5,Van,D3_3,3
2,P12,F2,CD3,C302,58,Truck,D01,36,4,156.7,Van,D3_3,5
2,P11,F1,CD1,C104,36,SemiTrailler,D02,25,4,87.9,CityDeliveryTruck,D1_4,3
5,P11,F3,CD3,C302,58,SemiTrailler,D03,11,2,86.4,Van,D3_4,3
3,P14,F1,CD2,C202,162,SemiTrailler,D04,6,0,186.1,Van,D2_4,6
3,P14,F4,CD1,C101,36,SemiTrailler,D02,25,1,57.7,Van,D1_6,2
1,P13,F4,CD3,C301,58,Truck,D02,9,3,148.8,Van,D3_1,5
3,P13,F1,CD3,C305,58,SemiTrailler,D02,11,4,29.9,CityDeliveryTruck,D3_3,1
5,P13,F3,CD3,C305,58,Truck,D06,24,3,147,Van,D3_5,5
1,P7,F4,CD3,C302,58,SemiTrailler,D06,37,4,186.2,MiniVan,D3_3,6
4,P10,F1,CD3,C303,58,SemiTrailler,D03,14,0,179.3,CityDeliveryTruck,D3_2,6
1,P7,F4,CD3,C305,58,Truck,D03,11,2,181.8,MiniVan,D3_4,6
3,P4,F4,CD1,C104,36,Truck,D06,17,1,153.9,CityDeliveryTruck,D1_7,5
1,P2,F1,CD1,C102,36,Truck,D03,16,1,153.4,Van,D1_5,5
1,P10,F3,CD2,C202,162,SemiTrailler,D04,29,1,59,CityDeliveryTruck,D2_2,2
2,P10,F3,CD2,C205,162,SemiTrailler,D01,37,2,152.5,CityDeliveryTruck,D2_2,5
2,P11,F4,CD2,C205,162,SemiTrailler,D02,12,1,153.3,CityDeliveryTruck,D2_3,5
4,P6,F3,CD2,C205,162,Truck,D03,33,1,153.5,MiniVan,D2_7,5
5,P4,F1,CD2,C202,162,SemiTrailler,D06,32,4,87.3,MiniVan,D2_4,3
3,P14,F4,CD3,C304,58,SemiTrailler,D06,32,0,59.9,Van,D3_6,2
3,P9,F3,CD3,C304,58,Truck,D05,26,2,31.1,Van,D3_7,1
5,P15,F3,CD1,C104,36,SemiTrailler,D01,6,1,174.7,Van,D1_5,6
4,P14,F4,CD1,C102,36,Truck,D03,17,0,173.7,Van,D1_3,6
1,P6,F1,CD3,C305,58,Truck,D03,19,4,28.9,CityDeliveryTruck,D3_7,1
2,P5,F1,CD1,C102,36,Truck,D02,20,0,90,Van,D1_1,3
5,P6,F3,CD1,C105,36,SemiTrailler,D05,27,3,30.9,CityDeliveryTruck,D1_4,1
5,P2,F3,CD3,C303,58,Truck,D01,6,4,174,CityDeliveryTruck,D3_1,6
4,P11,F3,CD2,C203,162,SemiTrailler,D02,14,1,149.5,MiniVan,D2_7,5
4,P5,F4,CD1,C102,36,Truck,D03,25,4,93,Van,D1_3,3
5,P4,F3,CD2,C202,162,SemiTrailler,D06,11,1,85.6,CityDeliveryTruck,D2_1,3
5,P5,F3,CD1,C101,36,SemiTrailler,D01,20,4,117.6,CityDeliveryTruck,D1_2,4
4,P7,F3,CD1,C104,36,SemiTrailler,D06,14,1,30,Van,D1_6,1
1,P15,F3,CD2,C202,162,SemiTrailler,D01,9,0,148.3,CityDeliveryTruck,D2_6,5
2,P7,F3,CD1,C105,36,SemiTrailler,D02,33,4,151.1,CityDeliveryTruck,D1_3,5
5,P14,F4,CD3,C305,58,Truck,D03,21,1,152.3,CityDeliveryTruck,D3_2,5
5,P7,F2,CD2,C202,162,SemiTrailler,D05,5,0,58.1,Van,D2_4,2
4,P11,F3,CD2,C204,162,SemiTrailler,D06,7,3,29.4,CityDeliveryTruck,D2_5,1
5,P15,F4,CD2,C204,162,Truck,D06,8,3,29.6,MiniVan,D2_1,1
5,P2,F1,CD2,C205,162,SemiTrailler,D06,33,0,31.5,Van,D2_1,1
4,P8,F3,CD3,C302,58,SemiTrailler,D01,23,3,117.1,CityDeliveryTruck,D3_7,4
2,P9,F3,CD3,C305,58,SemiTrailler,D04,8,2,179.6,Van,D3_4,6
3,P2,F4,CD3,C303,58,Truck,D02,13,3,177.2,Van,D3_7,6
4,P13,F1,CD2,C203,162,SemiTrailler,D03,5,0,59.7,Van,D2_1,2
4,P3,F4,CD2,C201,162,SemiTrailler,D01,7,0,171.5,CityDeliveryTruck,D2_5,6
1,P12,F4,CD1,C104,36,SemiTrailler,D01,5,2,178.5,Van,D1_7,6
5,P1,F2,CD2,C203,162,SemiTrailler,D06,14,0,60.2,Van,D2_4,2
2,P14,F4,CD1,C102,36,SemiTrailler,D05,27,1,188.3,Van,D1_4,6
3,P13,F2,CD2,C201,162,SemiTrailler,D04,30,4,183.3,Van,D2_3,6
4,P11,F2,CD2,C203,162,SemiTrailler,D02,9,3,90.3,MiniVan,D2_1,3
4,P1,F2,CD1,C103,36,SemiTrailler,D05,16,1,118.4,MiniVan,D1_5,4
2,P5,F3,CD1,C105,36,SemiTrailler,D06,21,3,150.9,CityDeliveryTruck,D1_6,5
5,P1,F3,CD2,C204,162,Truck,D04,9,0,31,Van,D2_2,1
1,P14,F1,CD2,C203,162,SemiTrailler,D05,26,4,144.3,CityDeliveryTruck,D2_6,5
2,P7,F3,CD3,C301,58,SemiTrailler,D02,12,2,156.6,CityDeliveryTruck,D3_1,5
4,P2,F4,CD3,C304,58,Truck,D06,30,4,144.8,CityDeliveryTruck,D3_4,5
2,P7,F3,CD3,C303,58,Truck,D06,8,3,154.9,CityDeliveryTruck,D3_6,5
1,P3,F3,CD3,C304,58,SemiTrailler,D04,7,3,125.1,MiniVan,D3_6,4
1,P11,F3,CD1,C103,36,SemiTrailler,D01,23,1,176.8,CityDeliveryTruck,D1_4,6
5,P1,F3,CD2,C205,162,SemiTrailler,D04,10,0,180.7,Van,D2_3,6
4,P1,F1,CD2,C205,162,SemiTrailler,D04,15,1,184.3,MiniVan,D2_7,6
5,P11,F4,CD2,C202,162,SemiTrailler,D03,7,1,85.6,Van,D2_4,3
5,P13,F2,CD3,C302,58,SemiTrailler,D01,9,2,151.5,Van,D3_6,5
4,P13,F1,CD3,C301,58,SemiTrailler,D04,13,0,30.5,MiniVan,D3_7,1
1,P3,F2,CD1,C104,36,Truck,D04,10,1,114.9,CityDeliveryTruck,D1_5,4
5,P15,F3,CD2,C202,162,Truck,D06,16,2,30.9,Van,D2_3,1
3,P8,F2,CD3,C303,58,SemiTrailler,D06,27,1,148.5,Van,D3_1,5
5,P1,F2,CD3,C302,58,SemiTrailler,D06,30,1,178.6,Van,D3_6,6
5,P3,F2,CD3,C301,58,Truck,D06,23,2,30.5,Van,D3_7,1
4,P4,F2,CD1,C103,36,SemiTrailler,D02,25,0,61.1,Van,D1_3,2
3,P8,F4,CD2,C202,162,Truck,D05,16,3,31,Van,D2_1,1
4,P15,F4,CD2,C201,162,SemiTrailler,D01,24,2,30.5,CityDeliveryTruck,D2_7,1
5,P7,F3,CD3,C303,58,SemiTrailler,D01,14,0,114.3,Van,D3_3,4
1,P8,F3,CD3,C304,58,SemiTrailler,D01,30,1,120.4,MiniVan,D3_1,4
2,P14,F3,CD2,C204,162,Truck,D02,22,1,94.4,CityDeliveryTruck,D2_3,3
1,P8,F3,CD3,C302,58,Truck,D05,32,2,177.1,CityDeliveryTruck,D3_7,6
3,P13,F2,CD2,C201,162,Truck,D05,7,1,88.4,Van,D2_2,3
3,P12,F2,CD2,C204,162,SemiTrailler,D03,27,0,62.4,Van,D2_6,2
2,P11,F3,CD1,C103,36,SemiTrailler,D06,12,3,175,Van,D1_7,6
1,P11,F4,CD1,C104,36,SemiTrailler,D06,12,3,30.1,MiniVan,D1_1,1
5,P8,F3,CD1,C104,36,SemiTrailler,D01,13,4,126,Van,D1_3,4
3,P14,F1,CD2,C203,162,SemiTrailler,D04,26,3,29.5,Van,D2_3,1
5,P1,F2,CD2,C204,162,Truck,D04,26,2,147.2,MiniVan,D2_4,5
5,P15,F4,CD3,C304,58,Truck,D06,35,4,93.4,Van,D3_1,3
4,P14,F3,CD3,C302,58,SemiTrailler,D01,19,2,63,Van,D3_3,2
5,P6,F1,CD3,C301,58,Truck,D02,13,3,155,Van,D3_7,5
1,P7,F4,CD3,C303,58,SemiTrailler,D05,24,1,60,Van,D3_3,2
2,P9,F1,CD2,C201,162,SemiTrailler,D04,20,1,30.4,Van,D2_5,1
4,P8,F2,CD3,C305,58,SemiTrailler,D05,18,2,30.5,Van,D3_2,1
4,P15,F2,CD1,C102,36,Truck,D02,9,0,31.3,CityDeliveryTruck,D1_7,1
5,P10,F4,CD2,C203,162,SemiTrailler,D05,22,4,124.9,CityDeliveryTruck,D2_3,4
1,P15,F1,CD1,C105,36,SemiTrailler,D01,15,1,119.3,Van,D1_3,4
2,P2,F1,CD1,C101,36,Truck,D04,32,1,91.7,CityDeliveryTruck,D1_5,3
4,P10,F3,CD3,C301,58,SemiTrailler,D01,17,1,121.9,Van,D3_1,4
1,P3,F3,CD2,C203,162,SemiTrailler,D02,17,2,29.8,CityDeliveryTruck,D2_7,1
2,P13,F3,CD1,C104,36,Truck,D04,36,4,186.9,Van,D1_7,6
1,P7,F4,CD3,C304,58,Truck,D02,12,4,29.6,MiniVan,D3_5,1
5,P14,F3,CD1,C104,36,SemiTrailler,D06,12,2,118,CityDeliveryTruck,D1_5,4
3,P9,F2,CD2,C203,162,SemiTrailler,D05,33,3,94.2,CityDeliveryTruck,D2_5,3
3,P3,F1,CD3,C303,58,SemiTrailler,D03,33,2,94.5,CityDeliveryTruck,D3_4,3
2,P10,F4,CD2,C201,162,Truck,D05,11,1,62.4,Van,D2_6,2
2,P12,F4,CD1,C102,36,Truck,D04,21,0,153.9,CityDeliveryTruck,D1_7,5
1,P6,F2,CD2,C205,162,Truck,D06,19,4,124.3,Van,D2_6,4
5,P14,F1,CD3,C301,58,SemiTrailler,D05,16,2,30.7,Van,D3_3,1
1,P6,F1,CD1,C101,36,SemiTrailler,D06,32,0,120.6,Van,D1_4,4
3,P3,F1,CD1,C104,36,Truck,D02,11,1,118.5,CityDeliveryTruck,D1_1,4
4,P1,F1,CD2,C204,162,SemiTrailler,D06,13,0,187.6,CityDeliveryTruck,D2_4,6
4,P8,F1,CD3,C301,58,SemiTrailler,D03,34,3,186.5,MiniVan,D3_2,6
5,P9,F2,CD2,C202,162,SemiTrailler,D05,23,4,29.3,CityDeliveryTruck,D2_1,1
5,P14,F4,CD2,C205,162,Truck,D03,19,1,58.5,MiniVan,D2_4,2
4,P7,F3,CD3,C304,58,SemiTrailler,D06,35,1,125,Van,D3_5,4
1,P15,F4,CD1,C102,36,Truck,D03,33,3,90.4,Van,D1_2,3
1,P8,F2,CD2,C203,162,Truck,D04,18,3,114.1,CityDeliveryTruck,D2_5,4
3,P15,F4,CD1,C104,36,Truck,D03,11,4,178,MiniVan,D1_2,6
4,P13,F3,CD1,C101,36,Truck,D05,20,1,117.9,CityDeliveryTruck,D1_2,4
5,P5,F4,CD1,C105,36,SemiTrailler,D05,37,3,29,MiniVan,D1_5,1
5,P9,F1,CD3,C304,58,Truck,D03,20,3,59.1,Van,D3_4,2
2,P5,F3,CD1,C102,36,SemiTrailler,D06,10,0,119.3,CityDeliveryTruck,D1_2,4
1,P6,F1,CD1,C101,36,SemiTrailler,D02,26,4,59.8,CityDeliveryTruck,D1_2,2
5,P7,F3,CD1,C102,36,SemiTrailler,D01,26,0,177.1,CityDeliveryTruck,D1_2,6
2,P15,F2,CD3,C301,58,SemiTrailler,D06,7,0,122.3,Van,D3_4,4
3,P12,F4,CD3,C304,58,Truck,D06,7,1,125.2,Van,D3_6,4
5,P6,F2,CD3,C302,58,SemiTrailler,D03,11,0,92.2,Van,D3_7,3
5,P3,F2,CD1,C103,36,SemiTrailler,D02,36,2,187.8,MiniVan,D1_7,6
2,P10,F1,CD2,C204,162,SemiTrailler,D04,8,0,156.2,MiniVan,D2_5,5
4,P1,F4,CD2,C205,162,SemiTrailler,D06,18,0,115,Van,D2_5,4
3,P2,F2,CD2,C202,162,SemiTrailler,D05,12,0,148.4,CityDeliveryTruck,D2_7,5
1,P11,F4,CD1,C104,36,SemiTrailler,D04,11,4,119.1,Van,D1_4,4
5,P13,F3,CD2,C201,162,Truck,D06,16,2,30.2,Van,D2_7,1
4,P8,F3,CD3,C303,58,SemiTrailler,D04,31,0,115.1,CityDeliveryTruck,D3_2,4
4,P4,F3,CD3,C301,58,SemiTrailler,D04,24,0,149.3,Van,D3_7,5
3,P1,F1,CD1,C103,36,SemiTrailler,D03,33,0,185.3,MiniVan,D1_3,6
5,P14,F2,CD2,C203,162,SemiTrailler,D04,30,1,63,Van,D2_7,2
5,P15,F4,CD2,C205,162,SemiTrailler,D02,28,0,146.8,Van,D2_2,5
4,P15,F2,CD2,C202,162,Truck,D01,11,4,184.7,MiniVan,D2_7,6
4,P11,F4,CD3,C301,58,Truck,D04,35,0,62.6,Van,D3_4,2
1,P7,F2,CD1,C103,36,SemiTrailler,D05,16,4,152.9,Van,D1_1,5
1,P2,F1,CD2,C204,162,SemiTrailler,D03,14,4,58.1,Van,D2_3,2
2,P15,F4,CD2,C205,162,SemiTrailler,D04,29,4,125.4,Van,D2_5,4
2,P8,F1,CD3,C301,58,Truck,D03,17,1,143.6,Van,D3_7,5
3,P10,F4,CD3,C305,58,Truck,D06,28,3,121.7,Van,D3_3,4
2,P6,F3,CD1,C104,36,Truck,D01,30,4,117.1,CityDeliveryTruck,D1_3,4
2,P9,F4,CD2,C201,162,SemiTrailler,D01,10,3,114.2,CityDeliveryTruck,D2_6,4
2,P15,F2,CD2,C203,162,SemiTrailler,D04,9,3,125.8,CityDeliveryTruck,D2_3,4
4,P3,F1,CD3,C305,58,SemiTrailler,D06,36,3,118.3,CityDeliveryTruck,D3_1,4
3,P10,F3,CD3,C305,58,SemiTrailler,D01,11,1,31.3,Van,D3_6,1
4,P7,F4,CD1,C104,36,SemiTrailler,D01,21,0,144.5,Van,D1_6,5
4,P14,F1,CD2,C203,162,SemiTrailler,D05,17,0,125.8,Van,D2_6,4
4,P9,F4,CD3,C304,58,Truck,D02,15,2,60.2,MiniVan,D3_3,2
5,P10,F2,CD1,C102,36,SemiTrailler,D06,19,0,28.5,MiniVan,D1_1,1
3,P14,F1,CD3,C304,58,SemiTrailler,D02,35,3,31.3,Van,D3_3,1
4,P6,F3,CD3,C302,58,Truck,D01,14,4,178.1,CityDeliveryTruck,D3_2,6
1,P14,F2,CD3,C302,58,Truck,D02,32,2,30.4,CityDeliveryTruck,D3_1,1
2,P13,F1,CD3,C302,58,Truck,D02,27,2,156.8,Van,D3_6,5
2,P12,F1,CD3,C301,58,Truck,D06,23,2,154.2,CityDeliveryTruck,D3_7,5
5,P7,F1,CD1,C103,36,SemiTrailler,D04,29,4,123,CityDeliveryTruck,D1_7,4
4,P14,F4,CD2,C204,162,SemiTrailler,D05,29,4,60.5,Van,D2_5,2
1,P14,F2,CD2,C205,162,SemiTrailler,D06,33,4,59.8,MiniVan,D2_6,2
2,P8,F4,CD3,C302,58,SemiTrailler,D05,13,0,30.9,CityDeliveryTruck,D3_2,1
1,P10,F2,CD2,C204,162,SemiTrailler,D03,12,1,57.6,Van,D2_2,2
5,P13,F4,CD3,C301,58,Truck,D04,10,0,153,CityDeliveryTruck,D3_1,5
3,P15,F4,CD3,C302,58,SemiTrailler,D02,13,4,145.1,Van,D3_2,5
3,P11,F3,CD3,C305,58,SemiTrailler,D01,7,1,29.4,CityDeliveryTruck,D3_4,1
2,P5,F1,CD1,C104,36,Truck,D06,37,2,142.9,Van,D1_7,5
1,P9,F2,CD2,C202,162,SemiTrailler,D02,14,1,152.1,Van,D2_2,5
4,P2,F1,CD2,C203,162,SemiTrailler,D01,18,4,157,CityDeliveryTruck,D2_7,5
3,P5,F3,CD2,C202,162,SemiTrailler,D03,13,3,177.5,MiniVan,D2_3,6
1,P6,F4,CD1,C103,36,SemiTrailler,D04,22,3,59,MiniVan,D1_1,2
5,P4,F1,CD3,C302,58,SemiTrailler,D03,17,3,187.1,MiniVan,D3_1,6
3,P3,F3,CD1,C101,36,SemiTrailler,D04,18,0,93.5,CityDeliveryTruck,D1_4,3
3,P14,F3,CD2,C204,162,SemiTrailler,D06,22,3,28.6,Van,D2_3,1
1,P7,F1,CD2,C204,162,SemiTrailler,D03,32,4,150.6,Van,D2_5,5
4,P8,F1,CD2,C205,162,SemiTrailler,D03,35,1,92.9,Van,D2_6,3
5,P2,F2,CD1,C102,36,Truck,D06,28,1,114.4,Van,D1_6,4
1,P12,F3,CD3,C301,58,SemiTrailler,D05,8,3,148.6,Van,D3_1,5
5,P9,F4,CD3,C305,58,SemiTrailler,D06,34,3,92.4,CityDeliveryTruck,D3_7,3
5,P4,F1,CD3,C304,58,Truck,D02,7,0,149.8,Van,D3_2,5
5,P6,F1,CD1,C105,36,Truck,D06,22,2,185,CityDeliveryTruck,D1_5,6
2,P8,F2,CD1,C102,36,SemiTrailler,D03,36,2,62.1,Van,D1_2,2
2,P4,F2,CD1,C103,36,SemiTrailler,D03,31,3,150.3,Van,D1_2,5
5,P5,F2,CD1,C103,36,SemiTrailler,D04,16,4,144.8,Van,D1_1,5
3,P11,F2,CD2,C202,162,SemiTrailler,D06,8,4,149.2,Van,D2_3,5
4,P10,F2,CD1,C102,36,Truck,D05,12,3,92.2,Van,D1_3,3
2,P11,F3,CD2,C205,162,SemiTrailler,D02,32,0,58.7,CityDeliveryTruck,D2_1,2
3,P12,F3,CD1,C101,36,SemiTrailler,D03,21,3,90,Van,D1_1,3
2,P14,F3,CD2,C203,162,SemiTrailler,D04,10,4,93,MiniVan,D2_3,3
5,P1,F2,CD2,C202,162,Truck,D01,27,0,59.4,Van,D2_2,2
3,P6,F2,CD1,C105,36,Truck,D02,6,4,57.4,Van,D1_6,2
4,P11,F1,CD3,C303,58,Truck,D02,22,2,149.8,Van,D3_2,5
3,P5,F2,CD2,C202,162,Truck,D06,16,1,188.3,CityDeliveryTruck,D2_4,6
4,P4,F3,CD2,C202,162,Truck,D05,31,0,30.1,Van,D2_3,1
4,P1,F2,CD1,C104,36,SemiTrailler,D06,30,0,30.7,Van,D1_2,1
2,P5,F1,CD1,C104,36,SemiTrailler,D03,30,1,61,MiniVan,D1_7,2
3,P2,F1,CD3,C304,58,Truck,D05,13,3,30.1,CityDeliveryTruck,D3_5,1
2,P8,F1,CD2,C204,162,SemiTrailler,D06,20,4,30.3,MiniVan,D2_3,1
4,P3,F2,CD2,C202,162,SemiTrailler,D04,13,4,90.3,CityDeliveryTruck,D2_5,3
3,P15,F1,CD3,C301,58,SemiTrailler,D04,36,4,58,CityDeliveryTruck,D3_3,2
4,P1,F1,CD1,C104,36,SemiTrailler,D01,25,2,153.5,CityDeliveryTruck,D1_4,5
1,P14,F3,CD1,C103,36,SemiTrailler,D01,35,2,182.2,Van,D1_2,6
3,P5,F1,CD2,C205,162,Truck,D02,7,2,154.4,CityDeliveryTruck,D2_4,5
5,P6,F2,CD2,C204,162,SemiTrailler,D02,37,1,61.5,CityDeliveryTruck,D2_6,2
2,P3,F1,CD2,C202,162,Truck,D04,15,1,59,CityDeliveryTruck,D2_4,2
1,P7,F1,CD2,C204,162,Truck,D06,14,3,144.1,MiniVan,D2_2,5
3,P2,F1,CD3,C304,58,SemiTrailler,D03,34,2,174,CityDeliveryTruck,D3_2,6
3,P4,F3,CD3,C304,58,SemiTrailler,D03,20,4,62.3,Van,D3_7,2
2,P7,F3,CD2,C201,162,Truck,D06,12,4,154.8,Van,D2_7,5
4,P13,F3,CD2,C201,162,Truck,D05,17,1,57.2,CityDeliveryTruck,D2_3,2
1,P4,F4,CD2,C203,162,SemiTrailler,D05,15,1,62.9,MiniVan,D2_2,2
5,P1,F2,CD2,C203,162,Truck,D03,37,2,186.5,MiniVan,D2_3,6
3,P12,F4,CD2,C202,162,Truck,D06,21,1,150.2,MiniVan,D2_3,5
2,P11,F2,CD1,C105,36,SemiTrailler,D05,14,3,29.9,MiniVan,D1_1,1
5,P11,F1,CD2,C202,162,SemiTrailler,D06,22,2,86.4,CityDeliveryTruck,D2_4,3
4,P4,F2,CD1,C105,36,SemiTrailler,D01,33,1,183.1,CityDeliveryTruck,D1_6,6
5,P1,F2,CD3,C302,58,Truck,D04,26,3,153.1,Van,D3_6,5
1,P8,F3,CD3,C305,58,SemiTrailler,D04,7,0,185.3,Van,D3_5,6
2,P3,F1,CD3,C305,58,SemiTrailler,D05,30,1,29.2,MiniVan,D3_3,1
2,P12,F1,CD1,C102,36,Truck,D02,11,4,57.2,Van,D1_5,2
4,P11,F1,CD1,C103,36,Truck,D03,20,3,185.9,Van,D1_6,6
2,P6,F2,CD2,C201,162,SemiTrailler,D04,24,4,156.7,Van,D2_6,5
4,P13,F1,CD3,C305,58,Truck,D05,17,1,60,MiniVan,D3_2,2
4,P2,F3,CD3,C301,58,SemiTrailler,D03,29,4,184.1,MiniVan,D3_2,6
2,P11,F2,CD3,C303,58,SemiTrailler,D04,23,0,121.8,CityDeliveryTruck,D3_6,4
